clean_review,y
good one good,1
good,1
good product,1
awosome mobile look great nice working,1
good mobile lightcameraall together good big complaint,1
good quality product,1
approx 1 year phone initial conditionthere issue itbattery gooddisplay goodand good phone 8k,1
good,1
happy use,1
good phon,1
good mobile,1
good,1
one good mobile 2019,1
good phone budget segmentuse phone 10 day good camera front rear goodram management improvedbuild quality good bettery fully charge last 1 day charger fast good overall good phone 10k budget,1
I get phone 9499it fair pricebattery backup superrear camera mindblowingfront camera could well overall good phone price range,1
nice,1
great phone low price,1
nice mobile fire,1
nice mobile,1
good,1
good one,1
good product,1
value money product,1
nycee,1
nice,1
love product,1
super fine hand set,1
good phone,1
great phone super speed awesome camera 1 day battery life heavy usage else want go,1
awesome,1
good mobile price camera good,1
indias camera beast smile face hearteyes camera beast I go review edge detection good never experience portrait mode natural colour electronic image stabilisation warmth colour blue tint good dynamic range wide angle eis available front camera pensive face low light photo decent pensive facebattery always redmi last day performance lover go max pro m1 lover,1
bad,1
nice product flipkart,1
super performance,1
good choice normal usei mean intense usage like game,1
phone good phone price range believe I take phone want everything one device take phone like display dual speaker less weight camera liquid cool technology give everything medium range one thing miss headphone jack give wire connect headphone company give talk charge charge batter redmi note 10 pro charging redmi take time,1
super dilevri,1
good,1
super quality,1
killer look ultra slim think twice go itur total prospective get change get phone hand smile face hearteyes smile face hearteyes smile face hearteyes smile face hearteyes face blow kiss face blow kiss smile face halo,1
thank smile face smile eye smile face smile eye smile face smile eye,1
I like mobile excellent good gaming like fortnite,1
good phone I like battery backup I would give 4 5 play game hang otherwise rest goodcheer,1
good daily light use,1
good performance,1
nice phone good battery backup,1
average,1
amazing phone I see,1
I want refundi want I battery backup problem h,1
good,1
super,1
ok,1
nice charge good,1
nice,1
nice priduct,1
super,1
good low budget phone,1
good product thanx flipkart,1
nice,1
resemble redmi note 5 modelit give amazing camera speed battery backup awesomefor daily chore usefulits economical need go enjoy,1
nice phone telephone receiver telephone receiver,1
super,1
good mobile front camera well battery performance little bit weak display ok availability option make phone well,1
superb ok hand ok hand,1
nice product,1
nice,1
camera camera flash quality good,1
overall good,1
super,1
good quality mobilegoood battey life good featuremobile great mobile redmi mi company,1
good phone,1
amazing phone great performance,1
good product nice delivery alsoi think good valuemiui10 preinstalle good,1
camera upto expectationsa redmi phone popular good camera qualityhope improve updationscreen resolution good battery last 2 day normal usage relieve facemy mumma love iti gift mother day red heart,1
good mobile worth money,1
good performance,1
nicei happy,1
look good performance good battery good camera good I feel bad speaker audio quality bad I expect cheap sound budget high performance phone except good powerful phone xiaomi something speaker audio quality 810,1
good product,1
fine receive good one use absolutely fine till nowit good value money return,1
awesome mobile thank mi flipkart fast delivery lockdown smile face hearteyes smile face smile eye,1
good,1
good product,1
nice,1
good,1
good value money phone,1
good smartphone entry level usersi play game phone normal usage cleanly run,1
phone well samsung mobile display cemara quality much good,1
great deal must buy,1
nice mobile one time first first time online order time fast good felkart boy delivery fast delivery,1
I like every feature mobile packing pak carefully,1
good product,1
8000 range phone brilliant,1
good performance phone class 10000,1
phone good,1
budget smartphonebattery backup excellentand overall good product,1
nice value money,1
excellent,1
good,1
nice camera good display good performance worth price,1
redmi 8 good mobile camera clarity good battery life awesome,1
nice phone budget,1
phone good price work fine ring tone bit low comapre module redmi phonesover good purchase thank,1
good product,1
satisfied every aspect camera excellent,1
nice phn,1
excellent one,1
good,1
good phone reasonable price feature good except hybrid sim slot camera quality photo take good zoom much good camera seek note 7 pro may well option otherwise phone well expectation,1
good model camera good,1
good phone buget good packing flipkart time delivery overall good mobile thank u flipkart safe delivery,1
nice product much,1
nice thumb,1
great mobile,1
phone perfect normal use,1
nice smartphone lag good battery backup camera good expect otherwise good hugging face,1
nice product minimum cost,1
good affordable price,1
satisfied redmi 8 red heart red heart red heart,1
good mobile,1
super pure android mobile good display battery backup totally 45,1
nice quality,1
thank flipkart,1
mobile good nice,1
nice phone,1
happy,1
good quality nice display overall performance nice,1
performance combination 6 gig ram enough smooth run essential app heavy app run smoothly display amoled display hd ready resolution bit old fashioned due pixel notice switch phone 1080p panel color bit oversaturated battery upgrade 3500mah noticable use device amole display low resolution give backup end one day moderate usage charger mi inc,1
average,1
good product,1
