/sentence/#id,/sentence/@id,Category,/sentence/aspectTerms/aspectTerm/@from,Polarity,Term,/sentence/aspectTerms/aspectTerm/@to,Text
76,872,ROOMS#PRICES,101,negative,غرفة المزدوجة,114,سكنت ثلاث ليالي في شهر ديسمبر قبل ثلاثة أعوام و كان الفندق بمطعم واحد فقط للإفطار السعر مرتفع جداً للغرفة المزدوجة و بوفيه الإفطار أيضاً
76,872,FOOD_DRINKS#PRICES,117,negative,بوفيه الإفطار,130,سكنت ثلاث ليالي في شهر ديسمبر قبل ثلاثة أعوام و كان الفندق بمطعم واحد فقط للإفطار السعر مرتفع جداً للغرفة المزدوجة و بوفيه الإفطار أيضاً
77,872,ROOMS#GENERAL,0,positive,الغرفة,6,الغرفة رائعه الإضاءة و الديكور و العزل و صغيرة نسبياً
78,872,LOCATION#GENERAL,0,positive,الفندق,6,الفندق قريب جداً من المسجد النبوي حوالي خمس دقائق مشي في الساحة الأمامية لايوجد أماكن واسعه للجلوس والحديث
78,872,HOTEL#COMFORT,0,negative,NULL,0,الفندق قريب جداً من المسجد النبوي حوالي خمس دقائق مشي في الساحة الأمامية لايوجد أماكن واسعه للجلوس والحديث
79,2170,HOTEL#GENERAL,11,negative,الفندق,17,لن أفي هذا الفندق حقه حتى لو قلت إنه مريع!
80,2170,HOTEL#GENERAL,4,negative,الفندق,10,"هذا الفندق هو بيت دعارة. إنه مكان للبغايا والقوادين، ولا يليق أبداً بالعائلات والأزواج."
81,2170,HOTEL#GENERAL,0,negative,الطابق الأرضي,13,"الطابق الأرضي ملئ بالبغايا طيلة أيام الأسبوع وعلى مدار الساعة، والحمامات قذرة، والضوضاء ليلاً مزعجة جداً، وأنا أعدكم بأنكم لن تغفو ولو لثوانى."
81,2170,ROOMS#CLEANLINESS,64,negative,الحمامات,72,"الطابق الأرضي ملئ بالبغايا طيلة أيام الأسبوع وعلى مدار الساعة، والحمامات قذرة، والضوضاء ليلاً مزعجة جداً، وأنا أعدكم بأنكم لن تغفو ولو لثوانى."
82,2170,HOTEL#COMFORT,144,negative,الفندق,150,"ستسمع زمامير السيارات، والناس يصرخون والموسيقى صاخبة بشكل رهيب. كنت في غاية الاشمئزاز، وببساطة رفضت أن أذهب إلى الإفطار هناك. لا تختر أبداً هذا الفندق، إلا إذا كنت تبحث عن أرخص العاهرات في دبي، الإمارات."
82,2170,HOTEL#GENERAL,0,negative,NULL,0,"ستسمع زمامير السيارات، والناس يصرخون والموسيقى صاخبة بشكل رهيب. كنت في غاية الاشمئزاز، وببساطة رفضت أن أذهب إلى الإفطار هناك. لا تختر أبداً هذا الفندق، إلا إذا كنت تبحث عن أرخص العاهرات في دبي، الإمارات."
83,167,HOTEL#DESIGN_FEATURES,30,negative,الفندق,36,مبالََغ في مدحه  تصميم وتجديد الفندق يؤكد أنه من إنتاج ثمانينات القرن الماضي. يصعب الوصول إلى الخدمة ولكن إذا استطعت الحصول على دقيقة من المدير المشغول في الاستقبال ستحصل على استجابة. الانطباع العام هو أن العديد من الزوار المنبهرين بفندق كيه آند كيه في TripAdvisor أقاموا في فندق آخر.
84,601,FACILITIES#DESIGN_FEATURES,173,neutral,مطعم,177,"حتى أفضل لقد كتبت عن العاج من قبل. كان لدي مؤخرا سبب لزيارتهم مرة أخرى وقد دهشت. يبدو أن المكان قد غيّر الأيدي العاملة، وهم ماضون في عملية إصلاح المكان. حتى أنه هناك افتتاح مطعم صغير قريبا. وقد عُرض علي عرض من الدرجة الأولى على شقة بغرفتي نوم. هذا المكان ذو معدل سعر مقابل أداء أفضل مما كان عليه قبل"
84,601,HOTEL#PRICES,89,neutral,المكان,95,"حتى أفضل لقد كتبت عن العاج من قبل. كان لدي مؤخرا سبب لزيارتهم مرة أخرى وقد دهشت. يبدو أن المكان قد غيّر الأيدي العاملة، وهم ماضون في عملية إصلاح المكان. حتى أنه هناك افتتاح مطعم صغير قريبا. وقد عُرض علي عرض من الدرجة الأولى على شقة بغرفتي نوم. هذا المكان ذو معدل سعر مقابل أداء أفضل مما كان عليه قبل"
85,566,HOTEL#GENERAL,0,positive,فندق,4,فندق رائع فندق جميل كل الغرف فيه عبارة عن استديو جميل وداخله مطبخ وجلسة صغيرة مع سماعة سبيكر للايبود وجاكوزي رااااااائع ..
85,566,HOTEL#GENERAL,10,positive,فندق,14,فندق رائع فندق جميل كل الغرف فيه عبارة عن استديو جميل وداخله مطبخ وجلسة صغيرة مع سماعة سبيكر للايبود وجاكوزي رااااااائع ..
85,566,FACILITIES#GENERAL,42,positive,استديو,48,فندق رائع فندق جميل كل الغرف فيه عبارة عن استديو جميل وداخله مطبخ وجلسة صغيرة مع سماعة سبيكر للايبود وجاكوزي رااااااائع ..
85,566,FACILITIES#GENERAL,102,positive,جاكوزي,108,فندق رائع فندق جميل كل الغرف فيه عبارة عن استديو جميل وداخله مطبخ وجلسة صغيرة مع سماعة سبيكر للايبود وجاكوزي رااااااائع ..
86,566,HOTEL#PRICES,1,neutral,السعر,6,"والسعر مناسب لهذه الرفاهية ..الخدمة سريعة والاستقبال جميل جدا..يوجد به عدد 2 بارات .. وهو على شارع البانقلا بشكل شبه مباشر خطوتين فقط وانت في الشارع ويعتبر موقعه افضل موقع ,,"
86,566,SERVICE#GENERAL,29,positive,الخدمة,35,"والسعر مناسب لهذه الرفاهية ..الخدمة سريعة والاستقبال جميل جدا..يوجد به عدد 2 بارات .. وهو على شارع البانقلا بشكل شبه مباشر خطوتين فقط وانت في الشارع ويعتبر موقعه افضل موقع ,,"
86,566,SERVICE#GENERAL,43,positive,الاستقبال,52,"والسعر مناسب لهذه الرفاهية ..الخدمة سريعة والاستقبال جميل جدا..يوجد به عدد 2 بارات .. وهو على شارع البانقلا بشكل شبه مباشر خطوتين فقط وانت في الشارع ويعتبر موقعه افضل موقع ,,"
87,34,SERVICE#GENERAL,5,positive,الخدمة,11,جودة الخدمة عالية الخدمة الفطر ممتاز. ...وخدمات الموظفين. .حلو في قمت. الاحترام. وغرف. موقع. استراتيجي. .ممتاز. .ونظيف. ...بصراحة حلو. .ممتاز. من جميع النواحي. ...يستهل.4نجمه أو 5 نجمة...نحب. نشوف. المرة ثانيه. يكون.ع.نفس المستوى العالي
87,34,SERVICE#GENERAL,18,positive,الخدمة,24,جودة الخدمة عالية الخدمة الفطر ممتاز. ...وخدمات الموظفين. .حلو في قمت. الاحترام. وغرف. موقع. استراتيجي. .ممتاز. .ونظيف. ...بصراحة حلو. .ممتاز. من جميع النواحي. ...يستهل.4نجمه أو 5 نجمة...نحب. نشوف. المرة ثانيه. يكون.ع.نفس المستوى العالي
87,34,SERVICE#GENERAL,42,positive,خدمات الموظفين,56,جودة الخدمة عالية الخدمة الفطر ممتاز. ...وخدمات الموظفين. .حلو في قمت. الاحترام. وغرف. موقع. استراتيجي. .ممتاز. .ونظيف. ...بصراحة حلو. .ممتاز. من جميع النواحي. ...يستهل.4نجمه أو 5 نجمة...نحب. نشوف. المرة ثانيه. يكون.ع.نفس المستوى العالي
87,34,ROOMS#MISCELLANEOUS,82,positive,غرف,85,جودة الخدمة عالية الخدمة الفطر ممتاز. ...وخدمات الموظفين. .حلو في قمت. الاحترام. وغرف. موقع. استراتيجي. .ممتاز. .ونظيف. ...بصراحة حلو. .ممتاز. من جميع النواحي. ...يستهل.4نجمه أو 5 نجمة...نحب. نشوف. المرة ثانيه. يكون.ع.نفس المستوى العالي
88,1250,FOOD_DRINKS#QUALITY,10,positive,إفطار,15,نزل مبيت وإفطار حميم وملائم- أنصح به  فريق عمل حميم وودود يتحدث الإنجليزية
88,1250,SERVICE#GENERAL,38,positive,فريق عمل,46,نزل مبيت وإفطار حميم وملائم- أنصح به  فريق عمل حميم وودود يتحدث الإنجليزية
89,1250,FOOD_DRINKS#QUALITY,4,positive,إفطار,9,"فقط إفطار بسيط (تشكيلة من الخبز)، واي فاي مجاني"
89,1250,FACILITIES#GENERAL,34,positive,واي فاي,41,"فقط إفطار بسيط (تشكيلة من الخبز)، واي فاي مجاني"
90,1250,ROOMS#DESIGN_FEATURES,4,positive,الغرف,9,بعض الغرف تحتوي على حمام خاص.
91,1250,ROOMS_AMENITIES#GENERAL,52,positive,ماكينات الصراف الآلي,72,نقداً فقط (ما من بطاقات ائتمان) ولكن هناك الكثير من ماكينات الصراف الآلي في الجوار (اسأل والتر عن أقرب واحدة).
92,1521,HOTEL#GENERAL,0,positive,فندق,4,"فندق لطيف مكثنا ثلاث ليال في الآونة الأخيرة.إن الغرف, الديكور, الاستعدادات ممتازة. إن المطعم الياباني جيد و يقدم تخفيضا رائعا بقيمة %30 على الطعام و المشروبات قبل 7:00 مساء."
92,1521,ROOMS#GENERAL,47,positive,الغرف,52,"فندق لطيف مكثنا ثلاث ليال في الآونة الأخيرة.إن الغرف, الديكور, الاستعدادات ممتازة. إن المطعم الياباني جيد و يقدم تخفيضا رائعا بقيمة %30 على الطعام و المشروبات قبل 7:00 مساء."
92,1521,ROOMS#DESIGN_FEATURES,54,positive,الديكور,61,"فندق لطيف مكثنا ثلاث ليال في الآونة الأخيرة.إن الغرف, الديكور, الاستعدادات ممتازة. إن المطعم الياباني جيد و يقدم تخفيضا رائعا بقيمة %30 على الطعام و المشروبات قبل 7:00 مساء."
92,1521,FACILITIES#GENERAL,86,neutral,المطعم,92,"فندق لطيف مكثنا ثلاث ليال في الآونة الأخيرة.إن الغرف, الديكور, الاستعدادات ممتازة. إن المطعم الياباني جيد و يقدم تخفيضا رائعا بقيمة %30 على الطعام و المشروبات قبل 7:00 مساء."
93,1521,FOOD_DRINKS#QUALITY,8,neutral,البوفيه,15,إن خيار البوفيه في مطعم الفندق المطعم الرئيسي يعد أقل إثارة للاهتمام. أظن أن الطعام المعد للعملاء الدوليين يؤدي إلى نوع من فقدإن البصر. إنه يحتوي على الكثير من المواد الغذائية ولكن ليس مثيرا للغاية.
93,1521,FOOD_DRINKS#QUALITY,77,neutral,الطعام,83,إن خيار البوفيه في مطعم الفندق المطعم الرئيسي يعد أقل إثارة للاهتمام. أظن أن الطعام المعد للعملاء الدوليين يؤدي إلى نوع من فقدإن البصر. إنه يحتوي على الكثير من المواد الغذائية ولكن ليس مثيرا للغاية.
